"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009-03","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","16752.5","","","","1"
"2009-04","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","16709.5","","","","1"
"2009-05","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","16683.5","","","","1"
"2009-06","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","16674.1","","","","1"
"2009-07","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","16674.6","","","","1"
"2009-08","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","16682.9","","","","1"
"2009-09","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","16710.7","","","","1"
"2009-10","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","16718.4","","","","1"
"2009-11","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","16799.0","","","","1"
"2009-12","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","16783.7","","","","1"
"2010-01","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","16828.3","","","","1"
"2010-02","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","16845.5","","","","1"
"2010-03","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","16857.9","","","","1"
"2010-04","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","16934.6","","","","1"
"2010-05","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","16949.5","","","","1"
"2010-06","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17019.7","","","","1"
"2010-07","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17010.9","","","","1"
"2010-08","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17025.2","","","","1"
"2010-09","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","16989.8","","","","1"
"2010-10","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17025.2","","","","1"
"2010-11","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17056.4","","","","1"
"2010-12","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17091.6","","","","1"
"2011-01","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17143.7","","","","1"
"2011-02","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17140.4","","","","1"
"2011-03","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17163.3","","","","1"
"2011-04","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17199.6","","","","1"
"2011-05","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17182.4","","","","1"
"2011-06","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17229.9","","","","1"
"2011-07","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17249.7","","","","1"
"2011-08","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17276.1","","","","1"
"2011-09","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17284.4","","","","1"
"2011-10","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17264.5","","","","1"
"2011-11","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17259.0","","","","1"
"2011-12","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17292.4","","","","1"
"2012-01","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17265.6","","","","1"
"2012-02","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17263.3","","","","1"
"2012-03","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17357.3","","","","1"
"2012-04","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17450.3","","","","1"
"2012-05","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17429.1","","","","1"
"2012-06","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17452.6","","","","1"
"2012-07","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17428.9","","","","1"
"2012-08","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17476.7","","","","1"
"2012-09","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17511.6","","","","1"
"2012-10","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17531.2","","","","1"
"2012-11","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17560.4","","","","1"
"2012-12","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17604.5","","","","1"
"2013-01","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17617.0","","","","1"
"2013-02","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17640.9","","","","1"
"2013-03","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17610.3","","","","1"
"2013-04","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17643.2","","","","1"
"2013-05","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17682.7","","","","1"
"2013-06","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17688.6","","","","1"
"2013-07","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17684.4","","","","1"
"2013-08","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17724.1","","","","1"
"2013-09","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17728.4","","","","1"
"2013-10","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17737.8","","","","1"
"2013-11","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17743.9","","","","1"
"2013-12","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17735.4","","","","1"
"2014-01","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17746.4","","","","1"
"2014-02","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17754.9","","","","1"
"2014-03","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17771.0","","","","1"
"2014-04","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17762.6","","","","1"
"2014-05","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17749.5","","","","1"
"2014-06","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17774.8","","","","1"
"2014-07","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17807.5","","","","1"
"2014-08","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17791.4","","","","1"
"2014-09","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17820.8","","","","1"
"2014-10","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17876.3","","","","1"
"2014-11","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17859.4","","","","1"
"2014-12","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17843.6","","","","1"
"2015-01","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17874.7","","","","1"
"2015-02","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17891.7","","","","1"
"2015-03","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17904.8","","","","1"
"2015-04","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17898.6","","","","1"
"2015-05","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17941.7","","","","1"
"2015-06","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17949.0","","","","1"
"2015-07","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17976.3","","","","1"
"2015-08","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17990.4","","","","1"
"2015-09","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17987.1","","","","1"
"2015-10","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18007.1","","","","1"
"2015-11","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17986.6","","","","1"
"2015-12","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17995.6","","","","1"
"2016-01","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17994.3","","","","1"
"2016-02","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18000.6","","","","1"
"2016-03","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18026.3","","","","1"
"2016-04","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18045.5","","","","1"
"2016-05","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18052.2","","","","1"
"2016-06","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18057.2","","","","1"
"2016-07","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18044.5","","","","1"
"2016-08","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18088.9","","","","1"
"2016-09","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18147.4","","","","1"
"2016-10","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18181.4","","","","1"
"2016-11","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18164.8","","","","1"
"2016-12","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18193.9","","","","1"
"2017-01","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18276.4","","","","1"
"2017-02","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18289.8","","","","1"
"2017-03","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18306.1","","","","1"
"2017-04","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18323.1","","","","1"
"2017-05","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18372.4","","","","1"
"2017-06","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18414.6","","","","1"
"2017-07","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18438.8","","","","1"
"2017-08","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18474.9","","","","1"
"2017-09","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18467.4","","","","1"
"2017-10","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18496.8","","","","1"
"2017-11","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18560.5","","","","1"
"2017-12","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18625.3","","","","1"
"2018-01","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18551.4","","","","1"
"2018-02","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18559.4","","","","1"
"2018-03","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18601.4","","","","1"
"2018-04","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18595.2","","","","1"
"2018-05","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18590.3","","","","1"
"2018-06","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18630.0","","","","1"
"2018-07","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18690.5","","","","1"
"2018-08","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18640.5","","","","1"
"2018-09","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18699.4","","","","1"
"2018-10","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18715.4","","","","1"
"2018-11","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18815.0","","","","1"
"2018-12","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18824.7","","","","1"
"2019-01","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18891.4","","","","1"
"2019-02","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18944.1","","","","1"
"2019-03","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18943.9","","","","1"
"2019-04","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","19041.6","","","","1"
"2019-05","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","19050.4","","","","1"
"2019-06","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","19051.2","","","","1"
"2019-07","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","19037.9","","","","1"
"2019-08","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","19113.3","","","","1"
"2019-09","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","19154.9","","","","1"
"2019-10","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","19151.7","","","","1"
"2019-11","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","19097.2","","","","1"
"2019-12","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","19124.6","","","","1"
"2020-01","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","19159.1","","","","1"
"2020-02","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","19189.4","","","","1"
"2020-03","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18178.7","","","","1"
"2020-04","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","16184.9","","","","1"
"2020-05","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","16474.5","","","","1"
"2020-06","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17427.4","","","","1"
"2020-07","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","17845.9","","","","1"
"2020-08","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18091.7","","","","1"
"2020-09","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18469.9","","","","1"
"2020-10","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18553.5","","","","1"
"2020-11","Canada","2016A000011124","Employment","Total, all industries","Estimate","Persons","249","thousands","3","v13682073","1.2.1.1","18615.6","","","","1"
"2009-03","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3756.1","","","","1"
"2009-04","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3724.3","","","","1"
"2009-05","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3682.3","","","","1"
"2009-06","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3669.0","","","","1"
"2009-07","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3683.7","","","","1"
"2009-08","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3687.0","","","","1"
"2009-09","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3716.9","","","","1"
"2009-10","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3711.6","","","","1"
"2009-11","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3707.9","","","","1"
"2009-12","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3704.6","","","","1"
"2010-01","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3704.1","","","","1"
"2010-02","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3713.4","","","","1"
"2010-03","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3701.0","","","","1"
"2010-04","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3719.0","","","","1"
"2010-05","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3734.0","","","","1"
"2010-06","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3735.7","","","","1"
"2010-07","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3733.7","","","","1"
"2010-08","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3734.3","","","","1"
"2010-09","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3717.8","","","","1"
"2010-10","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3729.7","","","","1"
"2010-11","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3743.0","","","","1"
"2010-12","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3759.6","","","","1"
"2011-01","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3782.3","","","","1"
"2011-02","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3799.5","","","","1"
"2011-03","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3805.8","","","","1"
"2011-04","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3810.1","","","","1"
"2011-05","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3810.1","","","","1"
"2011-06","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3803.1","","","","1"
"2011-07","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3806.8","","","","1"
"2011-08","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3807.2","","","","1"
"2011-09","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3802.1","","","","1"
"2011-10","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3793.4","","","","1"
"2011-11","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3813.7","","","","1"
"2011-12","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3819.5","","","","1"
"2012-01","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3804.3","","","","1"
"2012-02","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3831.2","","","","1"
"2012-03","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3841.8","","","","1"
"2012-04","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3891.6","","","","1"
"2012-05","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3883.2","","","","1"
"2012-06","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3887.1","","","","1"
"2012-07","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3897.8","","","","1"
"2012-08","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3899.7","","","","1"
"2012-09","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3912.9","","","","1"
"2012-10","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3901.0","","","","1"
"2012-11","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3909.9","","","","1"
"2012-12","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3923.1","","","","1"
"2013-01","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3896.8","","","","1"
"2013-02","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3906.8","","","","1"
"2013-03","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3900.4","","","","1"
"2013-04","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3919.9","","","","1"
"2013-05","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3915.6","","","","1"
"2013-06","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3908.8","","","","1"
"2013-07","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3911.8","","","","1"
"2013-08","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3915.9","","","","1"
"2013-09","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3912.0","","","","1"
"2013-10","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3919.2","","","","1"
"2013-11","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3899.3","","","","1"
"2013-12","Canada","2016A000011124","Employment","Goods-producing sector","Estimate","Persons","249","thousands","3","v13682074","1.2.2.1","3873.0","","","","1"
