"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011-04","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2669.8","","","","1"
"2011-05","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2654.4","","","","1"
"2011-06","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2674.9","","","","1"
"2011-07","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2685.9","","","","1"
"2011-08","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2686.5","","","","1"
"2011-09","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2693.6","","","","1"
"2011-10","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2691.0","","","","1"
"2011-11","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2666.9","","","","1"
"2011-12","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2651.4","","","","1"
"2012-01","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2656.0","","","","1"
"2012-02","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2642.5","","","","1"
"2012-03","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2657.1","","","","1"
"2012-04","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2661.0","","","","1"
"2012-05","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2651.6","","","","1"
"2012-06","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2655.0","","","","1"
"2012-07","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2617.5","","","","1"
"2012-08","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2661.6","","","","1"
"2012-09","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2665.0","","","","1"
"2012-10","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2673.4","","","","1"
"2012-11","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2670.3","","","","1"
"2012-12","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2689.2","","","","1"
"2013-01","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2708.9","","","","1"
"2013-02","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2696.7","","","","1"
"2013-03","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2678.1","","","","1"
"2013-04","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2688.1","","","","1"
"2013-05","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2708.7","","","","1"
"2013-06","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2719.2","","","","1"
"2013-07","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2714.2","","","","1"
"2013-08","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2707.7","","","","1"
"2013-09","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2727.7","","","","1"
"2013-10","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2712.1","","","","1"
"2013-11","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2732.8","","","","1"
"2013-12","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2735.5","","","","1"
"2014-01","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2726.1","","","","1"
"2014-02","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2731.7","","","","1"
"2014-03","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2725.5","","","","1"
"2014-04","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2728.7","","","","1"
"2014-05","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2725.1","","","","1"
"2014-06","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2724.0","","","","1"
"2014-07","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2740.4","","","","1"
"2014-08","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2735.3","","","","1"
"2014-09","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2733.6","","","","1"
"2014-10","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2742.0","","","","1"
"2014-11","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2722.5","","","","1"
"2014-12","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2720.6","","","","1"
"2015-01","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2715.7","","","","1"
"2015-02","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2723.7","","","","1"
"2015-03","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2739.5","","","","1"
"2015-04","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2724.2","","","","1"
"2015-05","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2738.1","","","","1"
"2015-06","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2738.6","","","","1"
"2015-07","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2737.7","","","","1"
"2015-08","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2736.9","","","","1"
"2015-09","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2735.9","","","","1"
"2015-10","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2740.4","","","","1"
"2015-11","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2734.7","","","","1"
"2015-12","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2726.9","","","","1"
"2016-01","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2732.5","","","","1"
"2016-02","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2742.5","","","","1"
"2016-03","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2738.3","","","","1"
"2016-04","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2775.3","","","","1"
"2016-05","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2729.6","","","","1"
"2016-06","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2745.3","","","","1"
"2016-07","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2727.8","","","","1"
"2016-08","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2745.6","","","","1"
"2016-09","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2734.7","","","","1"
"2016-10","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2752.5","","","","1"
"2016-11","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2750.3","","","","1"
"2016-12","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2761.8","","","","1"
"2017-01","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2763.8","","","","1"
"2017-02","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2780.0","","","","1"
"2017-03","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2793.7","","","","1"
"2017-04","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2789.9","","","","1"
"2017-05","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2804.7","","","","1"
"2017-06","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2808.6","","","","1"
"2017-07","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2831.6","","","","1"
"2017-08","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2827.3","","","","1"
"2017-09","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2838.7","","","","1"
"2017-10","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2800.2","","","","1"
"2017-11","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2834.4","","","","1"
"2017-12","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2843.6","","","","1"
"2018-01","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2834.5","","","","1"
"2018-02","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2811.3","","","","1"
"2018-03","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2804.9","","","","1"
"2018-04","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2779.4","","","","1"
"2018-05","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2783.6","","","","1"
"2018-06","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2778.5","","","","1"
"2018-07","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2788.0","","","","1"
"2018-08","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2771.2","","","","1"
"2018-09","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2783.3","","","","1"
"2018-10","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2799.3","","","","1"
"2018-11","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2803.8","","","","1"
"2018-12","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2784.5","","","","1"
"2019-01","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2813.4","","","","1"
"2019-02","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2824.8","","","","1"
"2019-03","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2833.9","","","","1"
"2019-04","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2861.8","","","","1"
"2019-05","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2862.5","","","","1"
"2019-06","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2847.9","","","","1"
"2019-07","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2830.2","","","","1"
"2019-08","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2844.8","","","","1"
"2019-09","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2844.1","","","","1"
"2019-10","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2846.1","","","","1"
"2019-11","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2844.8","","","","1"
"2019-12","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2850.8","","","","1"
"2020-01","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2858.7","","","","1"
"2020-02","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2881.3","","","","1"
"2020-03","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2673.8","","","","1"
"2020-04","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2299.1","","","","1"
"2020-05","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2406.1","","","","1"
"2020-06","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2628.2","","","","1"
"2020-07","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2729.5","","","","1"
"2020-08","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2757.5","","","","1"
"2020-09","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2755.5","","","","1"
"2020-10","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2800.8","","","","1"
"2020-11","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Estimate","Persons","249","thousands","3","v13682081","1.2.9.1","2827.9","","","","1"
"2009-03","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","841.6","","","","1"
"2009-04","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","842.3","","","","1"
"2009-05","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","823.9","","","","1"
"2009-06","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","823.1","","","","1"
"2009-07","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","820.4","","","","1"
"2009-08","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","814.7","","","","1"
"2009-09","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","799.7","","","","1"
"2009-10","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","815.6","","","","1"
"2009-11","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","824.9","","","","1"
"2009-12","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","804.3","","","","1"
"2010-01","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","803.3","","","","1"
"2010-02","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","802.5","","","","1"
"2010-03","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","799.5","","","","1"
"2010-04","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","803.5","","","","1"
"2010-05","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","821.9","","","","1"
"2010-06","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","817.8","","","","1"
"2010-07","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","810.1","","","","1"
"2010-08","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","817.3","","","","1"
"2010-09","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","821.3","","","","1"
"2010-10","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","818.0","","","","1"
"2010-11","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","824.0","","","","1"
"2010-12","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","835.7","","","","1"
"2011-01","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","837.3","","","","1"
"2011-02","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","839.0","","","","1"
"2011-03","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","844.0","","","","1"
"2011-04","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","845.8","","","","1"
"2011-05","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","829.0","","","","1"
"2011-06","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","845.8","","","","1"
"2011-07","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","862.8","","","","1"
"2011-08","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","863.8","","","","1"
"2011-09","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","853.2","","","","1"
"2011-10","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","858.2","","","","1"
"2011-11","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","863.8","","","","1"
"2011-12","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","861.8","","","","1"
"2012-01","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","851.4","","","","1"
"2012-02","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","838.6","","","","1"
"2012-03","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","845.4","","","","1"
"2012-04","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","851.3","","","","1"
"2012-05","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","855.1","","","","1"
"2012-06","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","856.3","","","","1"
"2012-07","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","865.1","","","","1"
"2012-08","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","859.7","","","","1"
"2012-09","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","872.6","","","","1"
"2012-10","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","873.3","","","","1"
"2012-11","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","861.6","","","","1"
"2012-12","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","866.7","","","","1"
"2013-01","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","878.3","","","","1"
"2013-02","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","882.2","","","","1"
"2013-03","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","876.4","","","","1"
"2013-04","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","881.5","","","","1"
"2013-05","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","881.5","","","","1"
"2013-06","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","883.9","","","","1"
"2013-07","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","875.4","","","","1"
"2013-08","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","885.4","","","","1"
"2013-09","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","888.2","","","","1"
"2013-10","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","872.5","","","","1"
"2013-11","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","891.5","","","","1"
"2013-12","Canada","2016A000011124","Employment","Transportation and warehousing [48-49]","Estimate","Persons","249","thousands","3","v13682082","1.2.10.1","889.2","","","","1"
